PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,Activity Direction,Activity Qualifier,Qualified AC50,Log of AC50,Data Analysis QC,Log AC50 Std Error
8985,11112205,6604208,C[C@]12[C@@H](C=C[C@]3([C@@H]1[C@H]([C@@]45[C@@H]3CC[C@@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8986,11112206,688424,C1=CC=C2C(=C1)C(=O)N[C@@]2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8987,11112207,6604209,C[C@@H]1CC[C@]2(CC[C@@]3(C(=CC[C@@H]4[C@@]3(CC[C@@H]5[C@@]4(CC[C@H](C5(C)C)O)C)C)[C@H]2[C@@H]1C)C)C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8988,11112208,6604210,C[C@H]1CC[C@@]2([C@H]([C@@H]3[C@H](O2)C[C@@H]4[C@@]3(CC[C@@H]5[C@H]4CC[C@H]6[C@]5(CC[C@@H](C6)O)C)C)C)NC1,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8989,11112209,6603844,CC[C@@]1(CC(=O)NC1=O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8990,11112210,6603791,CCC[C@@](C)(COC(=O)N)COC(=O)NC(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8991,11112211,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8992,11112212,6634,C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8993,11112213,5330,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8994,11112214,6604211,CN1[C@H](S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8995,11112215,5748487,CC(C)(CO)[C@@H](C(=O)NCCCO)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8996,11112216,3828,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8997,11112217,2151,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8998,11112218,4760,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
8999,11112220,6604213,CC[C@H](CC[C@H](C)[C@@H]1CC[C@H]2[C@]1(CC[C@H]3[C@@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9000,11112221,6759,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@H]([C@H]([C@H](CO)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9001,11112222,6760,COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9002,11112224,192197,CC[C@H](C1=CC=C(C=C1)O)[C@@H](CC)C2=CC=C(C=C2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9003,11112225,5390103,C/C=C(\C1=CC=C(C=C1)O)/C(=C\C)/C2=CC=C(C=C2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9004,11112226,6604214,CCOC(=O)OC1=C(C=C(C=C1OC)C(=O)O[C@H]2C[C@H]3CN4CCC5=C([C@@H]4C[C@H]3[C@H]([C@@H]2OC)C(=O)OC)NC6=C5C=CC(=C6)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9005,11112227,4806,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9006,11112228,3025,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9007,11112229,6604215,CN1C(=O)C[C@@H](C1=O)C2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9008,11112230,6604216,CCN1C(=O)[C@@H](NC1=O)C2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9009,11112231,345824,COC1=CC2=C(C=CN=C2C=C1)C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9010,11112232,6604217,C1[C@@H]([C@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],Inactive,0,inactive,>,0.00206,-2.686,Verified,
9011,11112233,6890,CN(C)CC1=CNC2=CC=CC=C21,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9012,11112234,6890,CN(C)CC1=CNC2=CC=CC=C21,Inactive,0,inactive,>,0.00461,-2.336,Verified,
9013,11112235,4075,C1=CC(=C(C=C1N)C(=O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9014,11112236,5280567,CC1=CC(=O)OC2=C1C=CC(=C2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9015,11112237,92759,C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@@H]3CCCC4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9016,11112238,2343,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9017,11112239,3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9018,11112240,5280460,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9019,11112241,5280460,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,Inactive,0,inactive,>,0.00461,-2.336,Verified,
9020,11112242,6604218,COC1=CC=CC=C1OC[C@@H](CO)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9021,11112243,854067,CNC[C@@H](C1=CC=C(C=C1)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9022,11112244,2337,CCOC(=O)C1=CC=C(C=C1)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9023,11112245,2482,CCCCOC(=O)C1=CC=C(C=C1)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9024,11112246,7184,CCCCOC(=O)C1=CC=C(C=C1)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9025,11112247,1548912,C1CCN(CC1)C(=O)/C=C\C=C/C2=CC3=C(C=C2)OCO3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9026,11112248,6604219,C([C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O[C@@H]([C@H](CO)O)[C@@H]([C@@H](C(=O)O)O)O)O)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9027,11112249,6604220,CC[C@H](CC1=C(C(=C(C=C1I)I)N)I)C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9028,11112250,439714,[C@H]1(C(=O)NC(=O)N1)NC(=O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9029,11112251,637577,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@@H](CO)C3=CC=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9030,11112252,7638,C1=CC=C(C=C1)COC2=CC=C(C=C2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9031,11112253,1983,CC(=O)NC1=CC=C(C=C1)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9032,11112254,7699,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9033,11112255,933785,CC[C@H](CO)NC(=O)[C@@H]1CN([C@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9034,11112256,716121,CN(C)CC[C@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9035,11112257,6604221,CC[C@H]1[C@@]([C@H]([C@H](C(=O)[C@H](C[C@@]([C@H]([C@H]([C@H]([C@H](C(=O)O1)C)O[C@@H]2C[C@]([C@@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@H]([C@@H](C[C@@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9036,11112258,15723,C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9037,11112259,5315,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9038,11112260,854006,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](C3=CC=NC4=CC=CC=C34)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9039,11112261,854006,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](C3=CC=NC4=CC=CC=C34)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9040,11112262,6604222,C[C@@H]1C[C@@H](CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9041,11112263,449293,CN1[C@@H]2CC[C@H]1CC(C2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9042,11112264,3038,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9043,11112265,5104,C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9044,11112266,2335,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9045,11112267,8480,C1=CC(=CC=C1NC(=O)N)[As](=O)(O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9046,11112268,5323,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9047,11112270,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9048,11112271,6604224,CC[N@@+]1(CCC[C@H](C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9049,11112272,1548995,CC[C@]1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9050,11112273,6604225,C[C@@H]1CC(=O)C[C@@H]([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9051,11112274,6604226,C[C@H]1CC[C@@]2([C@H]([C@@H]3[C@H](O2)C[C@@H]4[C@@]3(CC[C@@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C)NC1,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9052,11112275,4621,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9053,11112276,5576,CC1(C(=O)N(C(=O)O1)C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9054,11112277,5344,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9055,11112278,5319,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9056,11112279,5325,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9057,11112280,6604227,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2[C@H](C[C@@H]4[C@]3(CC[C@@H](C4)O)C)O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9058,11112281,6604228,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@@H]4[C@]3(CC[C@@H](C4)O)C)O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9059,11112282,31411,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9060,11112283,448033,CCCC[C@H]1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9061,11112284,688564,CCN1CCC[C@H](C1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9062,11112285,2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9063,11112286,6604030,CN1CCCC[C@@H]1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9064,11112287,8569,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9065,11112288,4632,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9066,11112290,667440,CN(C)CC[C@@H](C1=CC=CC=C1)C2=CC=CC=N2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9067,11112291,12555,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9068,11112292,6604229,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N[C@@H](N2)C(Cl)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9069,11112293,135403646,C12=NNN=C1N=C(NC2=O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9070,11112294,1268140,CN1[C@H](CCC[C@@H]1CC(=O)C2=CC=CC=C2)C[C@H](C3=CC=CC=C3)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9071,11112295,3647,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9072,11112296,4756,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9073,11112297,3998,C1=CC(=CC=C1CN)S(=O)(=O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9074,11112298,6604230,CCCC[C@H](CC)CN1CC(CN(C1)C[C@@H](CC)CCCC)(C)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9075,11112299,11972592,CC[C@H](C)C(=O)O[C@@H]1[C@@H]([C@@H]2[C@H](CN3C[C@H](CC[C@@H]3[C@@]2(C)O)C)[C@H]4[C@@]1([C@@H]5[C@@H]([C@H]([C@@H]6[C@]7([C@@]5(C4)O[C@]6([C@H](CC7)OC(=O)[C@@](C)(CC)O)O)C)OC(=O)C)OC(=O)C)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9076,11112300,6604232,C[C@@]12CC[C@@H](C[C@@H]1CC[C@H]3[C@H]2CC[C@@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9077,11112301,5328,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9078,11112302,5336,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9079,11112303,6604233,CC(=O)[C@H]1CC[C@H]2[C@@]1(CC[C@H]3[C@@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9080,11112304,5430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9081,11112305,2480,CCCCN(CCCC)CCCOC(=O)C1=CC=C(C=C1)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9082,11112306,92305,CC(C)[C@](CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9083,11112308,54699177,CC(=O)C[C@H](C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9084,11112309,72276,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9085,11112310,72276,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9086,11112311,441457,C[C@@H]([C@H](C1=CC=CC=C1)O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9087,11112312,6604235,CC(=O)O[C@H]1CC[C@H]2[C@H]3CC[C@@]4([C@@H]([C@@H]3CCC2=C1)CC[C@@]4(C#C)OC(=O)C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9088,11112313,4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9089,11112314,5534,C1CCN(C1)CC#CCN2CCCC2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9090,11112315,11972593,CCN1C[C@@]2([C@H](C[C@H]([C@]34[C@@H]2[C@H]([C@@H]([C@H]31)[C@]5([C@@H]6[C@@H]4C[C@@]([C@H]6OC(=O)C7=CC=CC=C7)([C@H]([C@H]5O)OC)O)OC(=O)C)OC)OC)O)COC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9091,11112316,6726,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9092,11112317,232736,C[C@@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@@H]1[C@@H](CC2)O)O)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9093,11112318,3503,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9094,11112319,9918,CNCCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9095,11112320,5281416,C1=CC(=O)OC2=CC(=C(C=C21)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9096,11112321,6604237,C[N+]1(CCO[C@@](C1)(C2=CC=C(C=C2)C3=CC=C(C=C3)[C@@]4(C[N+](CCO4)(C)C)O)O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9097,11112322,6604238,C[C@H]1C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@@]([C@@]1(C)O)(C)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9098,11112323,6604239,CC[C@@H]1CN2CCC3=CC(=C(C=C3[C@H]2C[C@@H]1C[C@@H]4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9099,11112324,21138,CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9100,11112325,21138,CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9101,11112326,21138,CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9102,11112327,460485,C1=NC(=NC(=O)N1[C@@H]2[C@H]([C@@H]([C@@H](O2)CO)O)O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9103,11112328,9458,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9104,11112329,6604240,C1[C@H]([C@@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C\C2=CC(=C(C=C2)O)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9105,11112331,736041,CC1=CC=CC=C1[C@H](C2=CC=CC=C2)OCCN(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9106,11112332,5280953,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9107,11112334,5390107,C=CCN1CC[C@]23[C@H]4C(=O)CC[C@@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9108,11112335,4915,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9109,11112337,6604244,C[C@@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@@]4([C@@H]3CCC4=O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9110,11112338,1548942,CC(C)/C=C\CCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9111,11112342,6604247,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@]1(CC[C@H]3[C@@H]2CC[C@@H]4[C@]3(CC[C@@H](C4)O)C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9112,11112343,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Inactive,0,inactive,>,0.00206,-2.686,Verified,
9113,11112344,6604248,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O[C@H]2CC[C@@]3([C@@H]4CC[C@@]5([C@H](CC[C@@]5([C@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9114,11112345,6604249,C[C@H]1CC[C@]2([C@H]([C@H]3[C@H](O2)C[C@H]4[C@]3(C(=O)C[C@@H]5[C@H]4CC[C@@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9115,11112346,6604250,CC(=C)[C@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]5(CC[C@H](C([C@@H]5CC[C@@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9116,11112347,6604251,CC(=C)[C@H]1CC[C@]2([C@@H]1[C@@H]3CC[C@H]4[C@]5(CC[C@H](C([C@@H]5CC[C@@]4([C@@]3(CC2)C)C)(C)C)O)C)CO,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9117,11112348,6604252,C[C@]12CC[C@@H]3C(=CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9118,11112349,6604253,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@@H](C[C@@H]3[C@H]2[C@H](C[C@@H]4[C@]3(CC[C@@H](C4)O)C)O)O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9119,11112350,10143,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9120,11112351,10143,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC)OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
9121,11112352,10154,CN1CCC2=CC(=C(C3=C2[C@@H]1CC4=CC(=C(C=C43)OC)O)OC)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9122,11112353,688353,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)C[C@H](CO)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9123,11112354,5281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9124,11112355,439246,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9125,11112356,5280442,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9126,11112357,6604254,C/C=C/1\C[C@@H]([C@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(CO)O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9127,11112358,6438237,C/C=C/1\CC(=C)[C@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9128,11112359,719595,C[C@H]1[C@@H]2CC[C@@]3(C=CC(=O)C(=C3[C@@H]2OC1=O)C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9129,11112360,6604255,CCN(C1=CC=CC=C1C)C(=O)/C=C\C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9130,11112361,10235,C1[C@H]2CNC[C@@H]1C3=CC=CC(=O)N3C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9131,11112362,120698,CN1CCC2=CC3=C(C=C2[C@@H]1[C@H]4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9132,11112363,353825,CN1C2=CC=CC=C2C(=O)C=C1C3=CC4=C(C=C3)OCO4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9133,11112364,21907,CN1[C@H](CCC1=O)C2=CN=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9134,11112365,21907,CN1[C@H](CCC1=O)C2=CN=CC=C2,Inactive,0,inactive,>,0.00461,-2.336,Verified,
9135,11112366,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9136,11112367,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,Inactive,0,inactive,>,0.00461,-2.336,Verified,
9137,11112368,205586,C1CCN[C@@H](C1)C2=CN=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9138,11112369,1796510,C1C[C@H](CNC1)C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9139,11112370,1257702,C1=CN(C=C(C1=O)O)C[C@H](C(=O)O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9140,11112371,1257702,C1=CN(C=C(C1=O)O)C[C@H](C(=O)O)N,Inactive,0,inactive,>,0.00461,-2.336,Verified,
9141,11112372,933131,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CC(=C(C=C3)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
