PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,Activity Direction,Activity Qualifier,Qualified AC50,Log of AC50,Data Analysis QC,Log AC50 Std Error
9142,11112373,6604256,COC1=CC(=O)O[C@H](C1)/C=C\C2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9143,11112374,11972594,CN1C[C@@]2([C@H]3C[C@@H]4[C@]5([C@@H]2[C@H]1[C@@H]3CO4)C6=CC=CC=C6NC5=O)C=C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9144,11112375,11972595,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2[C@@H]([C@@]([C@H]31)([C@]5(C[C@@H]([C@H]6C[C@@H]4[C@H]5[C@@H]6OC)OC)O)O)OC)O)COC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9145,11112376,6604259,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9146,11112378,6604261,C[N+]1(C[C@H](C[C@@H]1C(=O)[O-])O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9147,11112379,6603968,COC1=CC(=CC(=C1OC)OC)[C@@H]2[C@@H]3[C@@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9148,11112380,1892,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9149,11112381,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9150,11112382,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,Inactive,0,inactive,>,0.00461,-2.336,Verified,
9151,11112383,6604263,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OC[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9152,11112384,72281,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9153,11112385,72281,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,Inactive,0,inactive,>,0.00461,-2.336,Verified,
9154,11112386,6604024,C[C@H](CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9155,11112387,636924,CC(C)([C@H](COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9156,11112388,716128,C1C[C@@H](C2=CC=CC=C2C1)C3=NCCN3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9157,11112389,443422,COC1=C(C2=C(C[C@@H]3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9158,11112390,10666,CN1C=CC(=C(C1=O)C#N)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9159,11112391,10666,CN1C=CC(=C(C1=O)C#N)OC,Inactive,0,inactive,>,0.00461,-2.336,Verified,
9160,11112392,3830,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9161,11112393,3830,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,Inactive,0,inactive,>,0.00461,-2.336,Verified,
9162,11112394,10745,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9163,11112395,3371,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9164,11112396,6604264,C1=CC(=O)OC2=CC(=C(C=C21)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9165,11112397,688483,COC1=CC=CC=C1OC[C@@H](COC(=O)N)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9166,11112398,442649,C1CC(=NC1)C2=CN=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9167,11112399,6604265,CC[C@](C)(CN(C)C)OC(=O)C1=CC=CC=C1,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9168,11112400,6604266,C[C@@H](CNC1CCCCC1)OC(=O)C2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9169,11112401,1715117,CCNC[C@@H](C1=CC(=CC=C1)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9170,11112402,2761171,CCC1=NC=CC(=C1)C(=S)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9171,11112403,3180,CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9172,11112404,6604267,C[C@@H]1C[C@@H](CC(N1C)(C)C)OC(=O)[C@H](C2=CC=CC=C2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9173,11112405,6604268,C1CCN(CC1)C[C@@H](COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9174,11112406,6604269,C[C@@H](CCCC(C)(C)O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9175,11112407,6604270,C[C@@H]1[C@H]2CC[C@H]3[C@@]2(CC[C@@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)N(C)C)C)CN1C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9176,11112408,6604271,CCN(CC)CCOC(=O)[C@H](C1CCCCC1)C2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9177,11112409,3168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9178,11112410,6843,CCCOC1=C(C=CC(=C1)N)C(=O)OCCN(CC)CC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9179,11112411,4436,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9180,11112412,5456,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=N2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9181,11112413,4100,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9182,11112414,5577,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9183,11112415,721860,C[C@@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9184,11112416,11289,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9185,11112417,6604272,C[C@@H](COC1=CC=CC=C1)N[C@@H](C)[C@@H](C2=CC=C(C=C2)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9186,11112418,2966,C1CN(CC2=CC=CC=C21)C(=N)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9187,11112419,6603779,C[C@@H](C[N+](C)(C)C)OC(=O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9188,11112420,6604273,CN1CC[C@]23[C@H]4NC5=CC=CC=C5[C@@]2([C@@H]1NC6=CC=CC=C36)CCN4C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9189,11112422,6604275,C[N+]1(CC[C@H](C1)OC(=O)[C@](C2CCCC2)(C3=CC=CC=C3)O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9190,11112423,5339,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9191,11112424,6604276,CC(=O)N[C@@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)SC)OC)OC)O[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9192,11112425,6604277,CN1C[C@@H](C=C2[C@@H]1CC3=CNC4=CC=CC2=C34)CO,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9193,11112426,158961,C[C@@H](CN1C=NC2=C1C(=O)N(C(=O)N2C)C)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9194,11112427,2391,CC(=O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC(=O)C)C3=CC=CC=N3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9195,11112428,3739,C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9196,11112429,6604278,C[C@H]1[C@H]([C@H](C[C@H](O1)O[C@@H]2CC[C@]3([C@H]4CC[C@]5([C@H](CC[C@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9197,11112430,5372683,C1CN(CCN1CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9198,11112431,2353,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9199,11112432,12492,C[C@@H]1CCC[C@@H](N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9200,11112433,6178111,CC(C)N=C(N)/N=C(\N)/NC1=CC=C(C=C1)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9201,11112434,4886,CCCCOC1=CC=C(C=C1)OCCCN2CCOCC2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9202,11112435,5326,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9203,11112436,6419891,C[C@]1(CCOC(=O)C1)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9204,11112437,3081,CC1(C(=O)NC(=O)O1)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9205,11112438,5329,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9206,11112439,6604279,C1CCC(C1)C[C@@H]2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9207,11112440,6604280,CCCCC[C@@H](/C=C\[C@@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9208,11112441,5265,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9209,11112442,54686780,C[C@@]1([C@H]2C[C@H]3[C@H](C(=O)C(=C([C@@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9210,11112443,440266,C1=CC(=CC=C1[C@H](CN)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9211,11112444,136620,CC(=O)NC1=CC2=CC=CC=C2OC1=O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9212,11112446,6604283,C[C@]1([C@H]2CC[C@@H](C2)C1(C)C)NC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9213,11112447,164739,C[C@@H]([C@@H](C1=CC(=C(C=C1)O)O)O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9214,11112448,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9215,11112449,6604284,CC(=O)O[C@H]1CC[C@@]2([C@@H]3CC[C@]4([C@@H]([C@@H]3CC=C2C1)CCC4=O)C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9216,11112450,6604285,CCC[C@H]1C[C@@H](N(C1)C)C(=O)N[C@H]([C@H]2[C@H]([C@H]([C@@H]([C@H](O2)SC)O)O)O)[C@H](C)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9217,11112451,688084,CNC[C@@H](C1=CC(=C(C=C1)O)OC)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9218,11112452,2797,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9219,11112453,6604286,C1=CC(=CC=C1OC[C@H](COC(=O)N)O)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9220,11112454,5284550,CN(C)CC/C=C/1\C2=CC=CC=C2CSC3=CC=CC=C31,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9221,11112455,70269,CC1=NNC(=O)NC1=O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9222,11112456,4065,CCCNC(C)(C)COC(=O)C1=CC=CC=C1,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9223,11112457,6604287,CC(=O)OCC1=C(N2[C@H]([C@@H](C2=O)N)SC1)C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9224,11112458,6101895,CC(C)NC[C@@H](C1=CC=C(C=C1)NS(=O)(=O)C)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9225,11112459,5390108,C1=CC(=CC=C1C(=O)N/N=C\C2=CC=C(O2)[N+](=O)[O-])O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9226,11112460,1989,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9227,11112461,6328079,CN(C)CC[C@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9228,11112462,3280,CCOC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OCC)OCC)OCC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9229,11112463,54686781,C[C@@]1([C@H]2C[C@H]3[C@H](C(=O)C(=C([C@@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN[C@@H](CCCCN)C(=O)O)N(C)C)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9230,11112464,65065,CC(=O)N[C@@H](CC(=O)O)C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9231,11112465,470072,CC[C@H](CO)NCCN[C@@H](CC)CO,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9232,11112466,4165,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9233,11112467,667534,CCN(CC)[C@@H](C)CN1C2=CC=CC=C2SC3=CC=CC=C31,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9234,11112468,6604289,CC1=CC(=CC=C1)CN2CCN(CC2)[C@@H](C3=CC=CC=C3)C4=CC=C(C=C4)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9235,11112469,4091,CN(C)C(=N)N=C(N)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9236,11112470,44600,C1=CC(=CC=C1[C@H](CC(=O)O)CN)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9237,11112472,70912,CC(C)C[C@@H](C(=O)O)NC(=O)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9238,11112473,6604291,CC(=O)N[C@@H]1CCSC1=O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9239,11112474,5526,C1CC(CCC1CN)C(=O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9240,11112475,3677,CC(C)(CC1=CC=CC=C1)NC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9241,11112476,62389,C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9242,11112477,5332,COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9243,11112478,11220655,C1CCN(CC1)CC[C@@]([C@@H]2C[C@@H]3C[C@H]2C=C3)(C4=CC=CC=C4)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9244,11112479,6604293,C1[C@H]([C@H]([C@@H]([C@@H]([C@H]1N)O[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@@H]3[C@H]([C@@H]([C@@H](O3)CO)O[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9245,11112480,6604294,C[C@@H]([C@@H]1C(=O)NCC[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1)CCN)CCN)C(C)C)CC(C)C)CCN)NC(=O)[C@H](CCN)NC(=O)[C@@H]([C@H](C)O)NC(=O)[C@H](CCN)NC(=O)CCCCC(C)C)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9246,11112481,16134261,CC[C@H](C)[C@@H]1C(=O)N[C@@H](C(=O)NC(=C)C(=O)N[C@@H](C(=O)N[C@]23CCC(=N[C@@H]2C4=CSC(=N4)[C@@H]([C@@H](OC(=O)C5=NC6=C(C=C[C@@H]([C@H]6O)N1)C(=C5)[C@H](C)O)C)NC(=O)C7=CSC(=N7)[C@H](NC(=O)[C@@H]8CSC(=N8)/C(=C/C)/NC(=O)[C@H](NC(=O)C9=CSC3=N9)[C@H](C)O)[C@@](C)([C@H](C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9247,11112482,6604295,C[C@H]1/C=C\C=C/C=C\C=C/C=C\C=C/C=C\[C@H](C[C@H]2[C@@H]([C@@H](C[C@](O2)(C[C@H](C[C@H]([C@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@H]([C@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)C)O)N)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9248,11112483,6604296,CCCCCC[C@@H]1[C@@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9249,11112484,6604297,C[C@H]1/C=C\C=CCC/C=C\C=C/C=C\C=C[C@H](C[C@H]2[C@@H]([C@@H](C[C@](O2)(C[C@H]([C@H](CC[C@H](C[C@H](C[C@H](CC(=O)O[C@H]([C@H]([C@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)C)O)N)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9250,11112485,6604298,C[C@H]1[C@H]([C@@](C[C@H](O1)O[C@H]2[C@@H]([C@@H]([C@@H](O[C@@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N[C@@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)[C@H](CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9251,11112486,6604299,C1[C@@H]([C@@H]([C@H]([C@H]([C@@H]1N)O[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CN)O)O)N)O[C@H]3[C@H]([C@@H]([C@H](O3)CO)COC[C@@H]4[C@H]([C@@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9252,11112487,6604300,CC[C@H](C)[C@@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSC(=N2)[C@H]([C@@H](C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9253,11112488,206530,CCN(CC)CC#CCOC(=O)[C@](C1CCCCC1)(C2=CC=CC=C2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9254,11112489,688595,CCN(CC1=CC=NC=C1)C(=O)[C@@H](CO)C2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9255,11112490,207838,C1CCC(CC1)[C@](CCN2CCCC2)(C3=CC=CC=C3)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9256,11112493,6546955,CC[C@]12CCCN3[C@H]1C4=C(CC3)C5=CC=CC=C5N4[C@@](C2)(C(=O)OC)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9257,11112494,6546955,CC[C@]12CCCN3[C@H]1C4=C(CC3)C5=CC=CC=C5N4[C@@](C2)(C(=O)OC)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9258,11112495,688437,CN1CCN(CC1)[C@@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9259,11112496,15443,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9260,11112497,6604303,C[C@@]12CC[C@@H](C[C@@H]1CC[C@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9261,11112498,98889,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9262,11112499,73397,CN1CCC2=CC(=C(C=C2[C@@H]1CC3=CC(=C(C=C3)OC)OC)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9263,11112500,6603976,CCCN[C@@H](C)C(=O)NC1=CC=CC=C1C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9264,11112501,3396,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9265,11112502,101382,CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9266,11112503,5393145,CN1CCCN(CC1)[C@@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9267,11112504,6604304,C1[C@H]([C@H]1N)C2=CC=CC=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9268,11112505,3366,C1=NC(=O)NC(=C1F)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9269,11112506,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9270,11112507,16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9271,11112508,16363,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9272,11112509,6604305,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSC[C@@H]2CCCO2)/C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9273,11112511,4487,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9274,11112512,6604307,C1=CC(=C(C(=C1)O)N)C(=O)C[C@H](C(=O)O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9275,11112513,6604308,C1CN2CC3=CC4=C(C=C3[C@@H]5[C@H]2C1=C[C@@H]([C@@H]5O)O)OCO4,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9276,11112514,1548976,C1CN(CCN1CCOCCO)[C@@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9277,11112515,6604309,C[C@@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2O)CC[C@H]4[C@]3(C[C@H]5[C@@H](C4)S5)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9278,11112516,5510,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9279,11112517,2466,CCCCOC1=CC=C(C=C1)CC(=O)NO,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9280,11112518,17134,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9281,11112519,2200,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9282,11112520,716488,C[C@@](CC1=CC(=C(C=C1)OC)OC)(C(=O)O)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9283,11112521,673470,CC(C)([C@@H](COC1=CC=CC2=C1N(C(=O)C=C2OC)C)O)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9284,11112523,6604311,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)[C@@H](C)CC2=CC=C(C=C2)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9285,11112524,6857,CCCCC1=CC2=CC=CC=C2C(=N1)OCCN(C)C,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9286,11112525,164752,C[C@H]1C2=CC(=C(C=C2CCN1)OC)OC,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9287,11112526,6604312,COC1=CC(=C(C=C1)OC)[C@@H](CNC(=O)CN)O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9288,11112528,3634,CCN(CC)CCNC1=C2C(=C(C=C1)CO)SC3=CC=CC=C3C2=O,Inactive,0,inactive,>,0.00206,-2.686,Verified,
9289,11112529,71655,C1COCCN1C(=N)N=C(N)N,Inactive,0,inactive,>,0.00206,-2.686,Verified,
